id,observed_on,url,image_url,scientific_name,common_name,taxon_family_name,taxon_genus_name,taxon_species_name
59737,2012-03-23,http://www.inaturalist.org/observations/59737,https://inaturalist-open-data.s3.amazonaws.com/photos/92670/medium.jpg,Sequoia sempervirens,coast redwood,Cupressaceae,Sequoia,Sequoia sempervirens
89382,2012-06-07,http://www.inaturalist.org/observations/89382,https://inaturalist-open-data.s3.amazonaws.com/photos/130636/medium.JPG,Eschscholzia californica,California poppy,Papaveraceae,Eschscholzia,Eschscholzia californica
89383,2012-06-07,http://www.inaturalist.org/observations/89383,https://inaturalist-open-data.s3.amazonaws.com/photos/130356/medium.jpg,Raphanus raphanistrum,Wild radish,Brassicaceae,Raphanus,Raphanus raphanistrum
89384,2012-06-07,http://www.inaturalist.org/observations/89384,https://inaturalist-open-data.s3.amazonaws.com/photos/130634/medium.JPG,Aira caryophyllea,Silver Hairgrass,Poaceae,Aira,Aira caryophyllea
89555,2012-06-07,http://www.inaturalist.org/observations/89555,https://inaturalist-open-data.s3.amazonaws.com/photos/130638/medium.JPG,Briza maxima,Greater Quaking Grass,Poaceae,Briza,Briza maxima
214158,2013-03-03,http://www.inaturalist.org/observations/214158,https://static.inaturalist.org/photos/269952/medium.jpg,Eschscholzia californica,California poppy,Papaveraceae,Eschscholzia,Eschscholzia californica
229325,2013-04-04,http://www.inaturalist.org/observations/229325,https://inaturalist-open-data.s3.amazonaws.com/photos/288608/medium.jpg,Fumaria capreolata,white ramping-fumitory,Papaveraceae,Fumaria,Fumaria capreolata
230822,2013-04-04,http://www.inaturalist.org/observations/230822,https://static.inaturalist.org/photos/290257/medium.jpg,Claytonia perfoliata,miner's lettuce,Montiaceae,Claytonia,Claytonia perfoliata
230835,2013-04-05,http://www.inaturalist.org/observations/230835,https://static.inaturalist.org/photos/290272/medium.jpg,Toxicoscordion fremontii,Fremont's Death Camas,Melanthiaceae,Toxicoscordion,Toxicoscordion fremontii
230836,2013-04-05,http://www.inaturalist.org/observations/230836,https://static.inaturalist.org/photos/290273/medium.jpg,Galium aparine,catchweed bedstraw,Rubiaceae,Galium,Galium aparine
233878,2013-04-10,http://www.inaturalist.org/observations/233878,https://inaturalist-open-data.s3.amazonaws.com/photos/293979/medium.jpg,Hordeum murinum,wall barley,Poaceae,Hordeum,Hordeum murinum
243183,2013-04-22,http://www.inaturalist.org/observations/243183,https://inaturalist-open-data.s3.amazonaws.com/photos/304220/medium.jpg,Rosa gymnocarpa,Baldhip Rose,Rosaceae,Rosa,Rosa gymnocarpa
248306,2013-04-16,http://www.inaturalist.org/observations/248306,https://inaturalist-open-data.s3.amazonaws.com/photos/309947/medium.jpg,Rhododendron occidentale,western azalea,Ericaceae,Rhododendron,Rhododendron occidentale
252486,2013-04-25,http://www.inaturalist.org/observations/252486,https://inaturalist-open-data.s3.amazonaws.com/photos/314699/medium.jpg,Goodyera oblongifolia,Western Rattlesnake Plantain,Orchidaceae,Goodyera,Goodyera oblongifolia
265691,2013-04-28,http://www.inaturalist.org/observations/265691,https://inaturalist-open-data.s3.amazonaws.com/photos/329276/medium.JPG,Sanicula crassicaulis,Pacific Sanicle,Apiaceae,Sanicula,Sanicula crassicaulis
265709,2013-04-28,http://www.inaturalist.org/observations/265709,https://inaturalist-open-data.s3.amazonaws.com/photos/329304/medium.JPG,Geranium dissectum,Cut-leaved crane's-bill,Geraniaceae,Geranium,Geranium dissectum
265710,2013-04-28,http://www.inaturalist.org/observations/265710,https://inaturalist-open-data.s3.amazonaws.com/photos/329311/medium.JPG,Geranium molle,Dove's-foot crane's-bill,Geraniaceae,Geranium,Geranium molle
265712,2013-04-28,http://www.inaturalist.org/observations/265712,https://inaturalist-open-data.s3.amazonaws.com/photos/329314/medium.JPG,Cardamine californica,milkmaids,Brassicaceae,Cardamine,Cardamine californica
265714,2013-04-28,http://www.inaturalist.org/observations/265714,https://inaturalist-open-data.s3.amazonaws.com/photos/329316/medium.JPG,Cotoneaster pannosus,silverleaf cotoneaster,Rosaceae,Cotoneaster,Cotoneaster pannosus
265715,2013-04-28,http://www.inaturalist.org/observations/265715,https://inaturalist-open-data.s3.amazonaws.com/photos/329317/medium.JPG,Geranium robertianum,Herb Robert,Geraniaceae,Geranium,Geranium robertianum
265721,2013-04-28,http://www.inaturalist.org/observations/265721,https://inaturalist-open-data.s3.amazonaws.com/photos/329323/medium.JPG,Epipactis helleborine,Broad-leaved helleborine,Orchidaceae,Epipactis,Epipactis helleborine
276122,2013-05-18,http://www.inaturalist.org/observations/276122,https://inaturalist-open-data.s3.amazonaws.com/photos/341542/medium.jpg,Eschscholzia californica,California poppy,Papaveraceae,Eschscholzia,Eschscholzia californica
276127,2013-05-18,http://www.inaturalist.org/observations/276127,https://inaturalist-open-data.s3.amazonaws.com/photos/341554/medium.jpg,Erodium cicutarium,Redstem Stork's-bill,Geraniaceae,Erodium,Erodium cicutarium
276128,2013-05-18,http://www.inaturalist.org/observations/276128,https://inaturalist-open-data.s3.amazonaws.com/photos/341555/medium.jpg,Fragaria vesca californica,California Strawberry,Rosaceae,Fragaria,Fragaria vesca
277625,2013-05-23,http://www.inaturalist.org/observations/277625,https://inaturalist-open-data.s3.amazonaws.com/photos/343427/medium.JPG,Aesculus californica,California buckeye,Sapindaceae,Aesculus,Aesculus californica
535335,2014-02-15,http://www.inaturalist.org/observations/535335,https://inaturalist-open-data.s3.amazonaws.com/photos/680767/medium.jpg,Echium candicans,Pride of Madeira,Boraginaceae,Echium,Echium candicans
547189,2014-02-04,http://www.inaturalist.org/observations/547189,https://inaturalist-open-data.s3.amazonaws.com/photos/701429/medium.jpg,Oxalis pes-caprae,Bermuda buttercup,Oxalidaceae,Oxalis,Oxalis pes-caprae
551966,2014-02-15,http://www.inaturalist.org/observations/551966,https://inaturalist-open-data.s3.amazonaws.com/photos/716491/medium.jpg,Sequoia sempervirens,coast redwood,Cupressaceae,Sequoia,Sequoia sempervirens
555924,2014-03-06,http://www.inaturalist.org/observations/555924,https://inaturalist-open-data.s3.amazonaws.com/photos/708678/medium.jpg,Trillium ovatum,Pacific trillium,Melanthiaceae,Trillium,Trillium ovatum
599980,2014-02-15,http://www.inaturalist.org/observations/599980,https://inaturalist-open-data.s3.amazonaws.com/photos/755514/medium.jpg,Echium candicans,Pride of Madeira,Boraginaceae,Echium,Echium candicans
671126,2014-05-10,http://www.inaturalist.org/observations/671126,https://inaturalist-open-data.s3.amazonaws.com/photos/845430/medium.JPG,Briza maxima,Greater Quaking Grass,Poaceae,Briza,Briza maxima
671137,2014-05-10,http://www.inaturalist.org/observations/671137,https://inaturalist-open-data.s3.amazonaws.com/photos/845441/medium.JPG,Danthonia californica,California oatgrass,Poaceae,Danthonia,Danthonia californica
672657,2014-05-10,http://www.inaturalist.org/observations/672657,https://inaturalist-open-data.s3.amazonaws.com/photos/847230/medium.JPG,Eschscholzia californica,California poppy,Papaveraceae,Eschscholzia,Eschscholzia californica
1228145,2015-02-10,http://www.inaturalist.org/observations/1228145,https://inaturalist-open-data.s3.amazonaws.com/photos/1547056/medium.jpg,Arbutus menziesii,Pacific madrone,Ericaceae,Arbutus,Arbutus menziesii
1228163,2015-02-10,http://www.inaturalist.org/observations/1228163,https://inaturalist-open-data.s3.amazonaws.com/photos/1547077/medium.jpg,Toxicoscordion fremontii,Fremont's Death Camas,Melanthiaceae,Toxicoscordion,Toxicoscordion fremontii
1228166,2015-02-10,http://www.inaturalist.org/observations/1228166,https://inaturalist-open-data.s3.amazonaws.com/photos/1547080/medium.jpg,Viola ocellata,western heart's ease,Violaceae,Viola,Viola ocellata
1237018,2015-01-27,http://www.inaturalist.org/observations/1237018,https://inaturalist-open-data.s3.amazonaws.com/photos/1557351/medium.jpg,Umbellularia californica,California bay,Lauraceae,Umbellularia,Umbellularia californica
1287764,2015-03-11,http://www.inaturalist.org/observations/1287764,https://inaturalist-open-data.s3.amazonaws.com/photos/1615211/medium.jpg,Fritillaria affinis,checker lily,Liliaceae,Fritillaria,Fritillaria affinis
1345382,2015-03-28,http://www.inaturalist.org/observations/1345382,https://static.inaturalist.org/photos/1664301/medium.jpg,Fragaria chiloensis,beach strawberry,Rosaceae,Fragaria,Fragaria chiloensis
1345401,2015-03-28,http://www.inaturalist.org/observations/1345401,https://inaturalist-open-data.s3.amazonaws.com/photos/1664360/medium.jpg,Fragaria chiloensis,beach strawberry,Rosaceae,Fragaria,Fragaria chiloensis
1352749,2015-03-28,http://www.inaturalist.org/observations/1352749,https://inaturalist-open-data.s3.amazonaws.com/photos/1673960/medium.jpg,Eschscholzia californica,California poppy,Papaveraceae,Eschscholzia,Eschscholzia californica
1353318,2015-03-31,http://www.inaturalist.org/observations/1353318,https://inaturalist-open-data.s3.amazonaws.com/photos/1674653/medium.jpg,Taraxia ovata,Sun Cup,Onagraceae,Taraxia,Taraxia ovata
1353319,2015-03-31,http://www.inaturalist.org/observations/1353319,https://inaturalist-open-data.s3.amazonaws.com/photos/1674652/medium.jpg,Lupinus nanus,Sky Lupine,Fabaceae,Lupinus,Lupinus nanus
1361559,2015-04-02,http://www.inaturalist.org/observations/1361559,https://static.inaturalist.org/photos/1683844/medium.jpg,Populus trichocarpa,black cottonwood,Salicaceae,Populus,Populus trichocarpa
1367899,2015-04-01,http://www.inaturalist.org/observations/1367899,https://static.inaturalist.org/photos/1691983/medium.jpg,Ceanothus thyrsiflorus thyrsiflorus,,Rhamnaceae,Ceanothus,Ceanothus thyrsiflorus
1368275,2015-03-28,http://www.inaturalist.org/observations/1368275,https://inaturalist-open-data.s3.amazonaws.com/photos/1692420/medium.jpg,Fragaria chiloensis,beach strawberry,Rosaceae,Fragaria,Fragaria chiloensis
1392887,2015-01-28,http://www.inaturalist.org/observations/1392887,https://static.inaturalist.org/photos/1722168/medium.jpg,Scoliopus bigelovii,California fetid adderstongue,Liliaceae,Scoliopus,Scoliopus bigelovii
1462053,2015-05-05,http://www.inaturalist.org/observations/1462053,https://static.inaturalist.org/photos/1812904/medium.jpg,Myosotis latifolia,broadleaf forget-me-not,Boraginaceae,Myosotis,Myosotis latifolia
1470576,2015-05-09,http://www.inaturalist.org/observations/1470576,https://static.inaturalist.org/photos/1822895/medium.jpg,Diplacus aurantiacus,orange bush monkeyflower,Phrymaceae,Diplacus,Diplacus aurantiacus
1501540,2015-05-16,http://www.inaturalist.org/observations/1501540,https://static.inaturalist.org/photos/1859720/medium.jpg,Calochortus luteus,Yellow Mariposa Lily,Liliaceae,Calochortus,Calochortus luteus
1554012,2015-05-16,http://www.inaturalist.org/observations/1554012,https://inaturalist-open-data.s3.amazonaws.com/photos/1924735/medium.jpg,Calochortus luteus,Yellow Mariposa Lily,Liliaceae,Calochortus,Calochortus luteus
1606043,2015-05-16,http://www.inaturalist.org/observations/1606043,https://inaturalist-open-data.s3.amazonaws.com/photos/1974916/medium.jpg,Calochortus luteus,Yellow Mariposa Lily,Liliaceae,Calochortus,Calochortus luteus
2369625,2015-11-10,http://www.inaturalist.org/observations/2369625,https://inaturalist-open-data.s3.amazonaws.com/photos/2638458/medium.jpeg,Polystichum munitum,western sword fern,Dryopteridaceae,Polystichum,Polystichum munitum
2493827,2015-12-16,http://www.inaturalist.org/observations/2493827,https://inaturalist-open-data.s3.amazonaws.com/photos/2799271/medium.jpg,Sequoia sempervirens,coast redwood,Cupressaceae,Sequoia,Sequoia sempervirens
2579623,2016-01-13,http://www.inaturalist.org/observations/2579623,https://inaturalist-open-data.s3.amazonaws.com/photos/2879544/medium.jpeg,Scoliopus bigelovii,California fetid adderstongue,Liliaceae,Scoliopus,Scoliopus bigelovii
2601321,2016-01-19,http://www.inaturalist.org/observations/2601321,https://inaturalist-open-data.s3.amazonaws.com/photos/2904936/medium.jpeg,Adelinia grandis,Pacific hound's tongue,Boraginaceae,Adelinia,Adelinia grandis
2601322,2016-01-19,http://www.inaturalist.org/observations/2601322,https://inaturalist-open-data.s3.amazonaws.com/photos/2904937/medium.jpeg,Umbellularia californica,California bay,Lauraceae,Umbellularia,Umbellularia californica
2621516,2016-01-26,http://www.inaturalist.org/observations/2621516,https://inaturalist-open-data.s3.amazonaws.com/photos/2934524/medium.jpeg,Oxalis smalliana,Redwood Sorrel,Oxalidaceae,Oxalis,Oxalis smalliana
2663726,2016-02-09,http://www.inaturalist.org/observations/2663726,https://inaturalist-open-data.s3.amazonaws.com/photos/2993941/medium.jpeg,Cardamine californica,milkmaids,Brassicaceae,Cardamine,Cardamine californica
2663728,2016-02-09,http://www.inaturalist.org/observations/2663728,https://inaturalist-open-data.s3.amazonaws.com/photos/2993944/medium.jpg,Claopodium whippleanum,Whipple's claopodium moss,Brachytheciaceae,Claopodium,Claopodium whippleanum
2663731,2016-02-09,http://www.inaturalist.org/observations/2663731,https://inaturalist-open-data.s3.amazonaws.com/photos/2993948/medium.jpeg,Homalothecium nuttallii,Nuttall's homalothecium moss,Brachytheciaceae,Homalothecium,Homalothecium nuttallii
2663732,2016-02-09,http://www.inaturalist.org/observations/2663732,https://inaturalist-open-data.s3.amazonaws.com/photos/2993949/medium.jpg,Polytrichum juniperinum,juniper haircap moss,Polytrichaceae,Polytrichum,Polytrichum juniperinum
2671640,2016-02-11,http://www.inaturalist.org/observations/2671640,https://inaturalist-open-data.s3.amazonaws.com/photos/3002463/medium.jpeg,Arbutus menziesii,Pacific madrone,Ericaceae,Arbutus,Arbutus menziesii
2675298,2016-02-12,http://www.inaturalist.org/observations/2675298,https://inaturalist-open-data.s3.amazonaws.com/photos/3005376/medium.jpeg,Adelinia grandis,Pacific hound's tongue,Boraginaceae,Adelinia,Adelinia grandis
2679225,2016-02-11,http://www.inaturalist.org/observations/2679225,https://inaturalist-open-data.s3.amazonaws.com/photos/3010430/medium.jpg,Viola sempervirens,Redwood Violet,Violaceae,Viola,Viola sempervirens
2690071,2016-02-16,http://www.inaturalist.org/observations/2690071,https://inaturalist-open-data.s3.amazonaws.com/photos/3025563/medium.jpg,Senecio vulgaris,common groundsel,Asteraceae,Senecio,Senecio vulgaris
2690118,2016-02-16,http://www.inaturalist.org/observations/2690118,https://inaturalist-open-data.s3.amazonaws.com/photos/3025644/medium.jpg,Toxicoscordion fremontii,Fremont's Death Camas,Melanthiaceae,Toxicoscordion,Toxicoscordion fremontii
2695969,2016-02-18,http://www.inaturalist.org/observations/2695969,https://inaturalist-open-data.s3.amazonaws.com/photos/3034248/medium.jpeg,Viola ocellata,western heart's ease,Violaceae,Viola,Viola ocellata
2698420,2016-02-19,http://www.inaturalist.org/observations/2698420,https://static.inaturalist.org/photos/3037662/medium.jpeg,Leucanthemum vulgare,oxeye daisy,Asteraceae,Leucanthemum,Leucanthemum vulgare
2698848,2016-02-19,http://www.inaturalist.org/observations/2698848,https://inaturalist-open-data.s3.amazonaws.com/photos/3038302/medium.jpeg,Heterotheca grandiflora,Telegraphweed,Asteraceae,Heterotheca,Heterotheca grandiflora
2708044,2016-02-22,http://www.inaturalist.org/observations/2708044,https://inaturalist-open-data.s3.amazonaws.com/photos/3051009/medium.jpeg,Fragaria vesca,woodland strawberry,Rosaceae,Fragaria,Fragaria vesca
2708045,2016-02-22,http://www.inaturalist.org/observations/2708045,https://inaturalist-open-data.s3.amazonaws.com/photos/3051010/medium.jpeg,Geranium dissectum,Cut-leaved crane's-bill,Geraniaceae,Geranium,Geranium dissectum
2711936,2016-02-23,http://www.inaturalist.org/observations/2711936,https://inaturalist-open-data.s3.amazonaws.com/photos/3055897/medium.jpeg,Carduus pycnocephalus,Italian thistle,Asteraceae,Carduus,Carduus pycnocephalus
2711937,2016-02-23,http://www.inaturalist.org/observations/2711937,https://inaturalist-open-data.s3.amazonaws.com/photos/3055899/medium.jpeg,Helenium puberulum,Rosilla,Asteraceae,Helenium,Helenium puberulum
2711938,2016-02-23,http://www.inaturalist.org/observations/2711938,https://inaturalist-open-data.s3.amazonaws.com/photos/3055900/medium.jpeg,Anisocarpus madioides,woodland madia,Asteraceae,Anisocarpus,Anisocarpus madioides
2711939,2016-02-23,http://www.inaturalist.org/observations/2711939,https://inaturalist-open-data.s3.amazonaws.com/photos/3055902/medium.jpeg,Bellis perennis,Lawn daisy,Asteraceae,Bellis,Bellis perennis
2712000,2016-02-23,http://www.inaturalist.org/observations/2712000,https://static.inaturalist.org/photos/3055983/medium.jpg,Anthoceros fusiformis,,Anthocerotaceae,Anthoceros,Anthoceros fusiformis
2714604,2016-02-24,http://www.inaturalist.org/observations/2714604,https://inaturalist-open-data.s3.amazonaws.com/photos/3060569/medium.jpeg,Scrophularia californica,California beeplant,Scrophulariaceae,Scrophularia,Scrophularia californica
2733550,2016-02-29,http://www.inaturalist.org/observations/2733550,https://inaturalist-open-data.s3.amazonaws.com/photos/3084396/medium.jpeg,Arctostaphylos crustacea crinita,crinite manzanita,Ericaceae,Arctostaphylos,Arctostaphylos crustacea
2733551,2016-02-29,http://www.inaturalist.org/observations/2733551,https://inaturalist-open-data.s3.amazonaws.com/photos/3084397/medium.jpeg,Ceanothus papillosus,Wartleaf Ceanothus,Rhamnaceae,Ceanothus,Ceanothus papillosus
2733552,2016-02-29,http://www.inaturalist.org/observations/2733552,https://inaturalist-open-data.s3.amazonaws.com/photos/3084398/medium.jpeg,Viola sempervirens,Redwood Violet,Violaceae,Viola,Viola sempervirens
2733555,2016-02-29,http://www.inaturalist.org/observations/2733555,https://inaturalist-open-data.s3.amazonaws.com/photos/3084401/medium.jpeg,Rhododendron occidentale,western azalea,Ericaceae,Rhododendron,Rhododendron occidentale
2733557,2016-02-29,http://www.inaturalist.org/observations/2733557,https://inaturalist-open-data.s3.amazonaws.com/photos/3084403/medium.jpeg,Sanicula crassicaulis,Pacific Sanicle,Apiaceae,Sanicula,Sanicula crassicaulis
2735115,2016-02-27,http://www.inaturalist.org/observations/2735115,https://inaturalist-open-data.s3.amazonaws.com/photos/3086689/medium.jpg,Viola ocellata,western heart's ease,Violaceae,Viola,Viola ocellata
2784977,2016-03-14,http://www.inaturalist.org/observations/2784977,https://inaturalist-open-data.s3.amazonaws.com/photos/3158406/medium.jpg,Silene gallica,Small-flowered Catchfly,Caryophyllaceae,Silene,Silene gallica
2795659,2016-03-17,http://www.inaturalist.org/observations/2795659,https://inaturalist-open-data.s3.amazonaws.com/photos/3173189/medium.jpeg,Sanicula crassicaulis,Pacific Sanicle,Apiaceae,Sanicula,Sanicula crassicaulis
2856004,2016-03-30,http://www.inaturalist.org/observations/2856004,https://inaturalist-open-data.s3.amazonaws.com/photos/3258740/medium.jpeg,Trifolium hirtum,Rose Clover,Fabaceae,Trifolium,Trifolium hirtum
2857742,2016-03-31,http://www.inaturalist.org/observations/2857742,https://inaturalist-open-data.s3.amazonaws.com/photos/3260676/medium.jpg,Lysimachia arvensis,scarlet pimpernel,Primulaceae,Lysimachia,Lysimachia arvensis
2857754,2016-03-31,http://www.inaturalist.org/observations/2857754,https://static.inaturalist.org/photos/3260690/medium.jpg,Potentilla indica,mock strawberry,Rosaceae,Potentilla,Potentilla indica
2857758,2016-03-31,http://www.inaturalist.org/observations/2857758,https://static.inaturalist.org/photos/3260694/medium.jpg,Vicia sativa,Common Vetch,Fabaceae,Vicia,Vicia sativa
2857759,2016-03-31,http://www.inaturalist.org/observations/2857759,https://inaturalist-open-data.s3.amazonaws.com/photos/3260697/medium.jpg,Achillea millefolium,common yarrow,Asteraceae,Achillea,Achillea millefolium
2857761,2016-03-31,http://www.inaturalist.org/observations/2857761,https://inaturalist-open-data.s3.amazonaws.com/photos/3260731/medium.jpg,Epipactis helleborine,Broad-leaved helleborine,Orchidaceae,Epipactis,Epipactis helleborine
2857763,2016-03-31,http://www.inaturalist.org/observations/2857763,https://inaturalist-open-data.s3.amazonaws.com/photos/3260700/medium.jpg,Achillea millefolium,common yarrow,Asteraceae,Achillea,Achillea millefolium
2857783,2016-03-31,http://www.inaturalist.org/observations/2857783,https://static.inaturalist.org/photos/3260733/medium.jpeg,Zantedeschia aethiopica,calla lily,Araceae,Zantedeschia,Zantedeschia aethiopica
2857787,2016-03-31,http://www.inaturalist.org/observations/2857787,https://inaturalist-open-data.s3.amazonaws.com/photos/3260748/medium.jpg,Geranium dissectum,Cut-leaved crane's-bill,Geraniaceae,Geranium,Geranium dissectum
2857793,2016-03-31,http://www.inaturalist.org/observations/2857793,https://inaturalist-open-data.s3.amazonaws.com/photos/3260747/medium.jpg,Anisocarpus madioides,woodland madia,Asteraceae,Anisocarpus,Anisocarpus madioides
2857795,2016-03-31,http://www.inaturalist.org/observations/2857795,https://static.inaturalist.org/photos/3260759/medium.jpg,Anisocarpus madioides,woodland madia,Asteraceae,Anisocarpus,Anisocarpus madioides
2857798,2016-03-31,http://www.inaturalist.org/observations/2857798,https://inaturalist-open-data.s3.amazonaws.com/photos/3260753/medium.jpg,Dryopteris arguta,coastal woodfern,Dryopteridaceae,Dryopteris,Dryopteris arguta
2857804,2016-03-31,http://www.inaturalist.org/observations/2857804,https://static.inaturalist.org/photos/3260768/medium.jpg,Sequoia sempervirens,coast redwood,Cupressaceae,Sequoia,Sequoia sempervirens
2857811,2016-03-31,http://www.inaturalist.org/observations/2857811,https://static.inaturalist.org/photos/3260776/medium.jpg,Cardamine californica,milkmaids,Brassicaceae,Cardamine,Cardamine californica
2857813,2016-03-31,http://www.inaturalist.org/observations/2857813,https://inaturalist-open-data.s3.amazonaws.com/photos/3260785/medium.jpg,Pteridium aquilinum,common bracken,Dennstaedtiaceae,Pteridium,Pteridium aquilinum
2857822,2016-03-31,http://www.inaturalist.org/observations/2857822,https://static.inaturalist.org/photos/3260820/medium.jpg,Viola ocellata,western heart's ease,Violaceae,Viola,Viola ocellata
2857823,2016-03-31,http://www.inaturalist.org/observations/2857823,https://inaturalist-open-data.s3.amazonaws.com/photos/3260798/medium.jpg,Lysimachia latifolia,Western Starflower,Primulaceae,Lysimachia,Lysimachia latifolia
2857824,2016-03-31,http://www.inaturalist.org/observations/2857824,https://static.inaturalist.org/photos/3260810/medium.jpg,Epipactis helleborine,Broad-leaved helleborine,Orchidaceae,Epipactis,Epipactis helleborine
2857825,2016-03-31,http://www.inaturalist.org/observations/2857825,https://static.inaturalist.org/photos/3260821/medium.jpg,Dryopteris arguta,coastal woodfern,Dryopteridaceae,Dryopteris,Dryopteris arguta
2857833,2016-03-31,http://www.inaturalist.org/observations/2857833,https://inaturalist-open-data.s3.amazonaws.com/photos/3260819/medium.jpg,Anisocarpus madioides,woodland madia,Asteraceae,Anisocarpus,Anisocarpus madioides
2857834,2016-03-31,http://www.inaturalist.org/observations/2857834,https://inaturalist-open-data.s3.amazonaws.com/photos/3260812/medium.jpg,Toxicodendron diversilobum,Pacific poison oak,Anacardiaceae,Toxicodendron,Toxicodendron diversilobum
2857861,2016-03-31,http://www.inaturalist.org/observations/2857861,https://inaturalist-open-data.s3.amazonaws.com/photos/3260834/medium.jpeg,Galium aparine,catchweed bedstraw,Rubiaceae,Galium,Galium aparine
2857876,2016-03-31,http://www.inaturalist.org/observations/2857876,https://inaturalist-open-data.s3.amazonaws.com/photos/3260868/medium.jpg,Eriodictyon californicum,California yerba santa,Boraginaceae,Eriodictyon,Eriodictyon californicum
2857889,2016-03-31,http://www.inaturalist.org/observations/2857889,https://inaturalist-open-data.s3.amazonaws.com/photos/3260894/medium.jpeg,Corylus cornuta californica,California hazelnut,Betulaceae,Corylus,Corylus cornuta
2857891,2016-03-31,http://www.inaturalist.org/observations/2857891,https://static.inaturalist.org/photos/3260893/medium.jpg,Adelinia grandis,Pacific hound's tongue,Boraginaceae,Adelinia,Adelinia grandis
2857898,2016-03-31,http://www.inaturalist.org/observations/2857898,https://inaturalist-open-data.s3.amazonaws.com/photos/3260915/medium.jpg,Cardamine californica,milkmaids,Brassicaceae,Cardamine,Cardamine californica
2857904,2016-03-31,http://www.inaturalist.org/observations/2857904,https://static.inaturalist.org/photos/3260907/medium.jpg,Ajuga reptans,carpet bugle,Lamiaceae,Ajuga,Ajuga reptans
2857913,2016-03-31,http://www.inaturalist.org/observations/2857913,https://static.inaturalist.org/photos/3260937/medium.jpg,Anisocarpus madioides,woodland madia,Asteraceae,Anisocarpus,Anisocarpus madioides
2857916,2016-03-31,http://www.inaturalist.org/observations/2857916,https://inaturalist-open-data.s3.amazonaws.com/photos/3260942/medium.jpg,Torilis arvensis,common hedge parsley,Apiaceae,Torilis,Torilis arvensis
2857918,2016-03-31,http://www.inaturalist.org/observations/2857918,https://static.inaturalist.org/photos/3260927/medium.jpg,Clinopodium douglasii,yerba buena,Lamiaceae,Clinopodium,Clinopodium douglasii
2857923,2016-03-31,http://www.inaturalist.org/observations/2857923,https://inaturalist-open-data.s3.amazonaws.com/photos/3260931/medium.jpg,Clinopodium douglasii,yerba buena,Lamiaceae,Clinopodium,Clinopodium douglasii
2857924,2016-03-31,http://www.inaturalist.org/observations/2857924,https://inaturalist-open-data.s3.amazonaws.com/photos/3260938/medium.jpg,Trillium ovatum,Pacific trillium,Melanthiaceae,Trillium,Trillium ovatum
2857929,2016-03-31,http://www.inaturalist.org/observations/2857929,https://inaturalist-open-data.s3.amazonaws.com/photos/3260945/medium.jpg,Sparaxis tricolor,Harlequin flower,Iridaceae,Sparaxis,Sparaxis tricolor
2857935,2016-03-31,http://www.inaturalist.org/observations/2857935,https://static.inaturalist.org/photos/3260955/medium.jpg,Fragaria vesca,woodland strawberry,Rosaceae,Fragaria,Fragaria vesca
2857937,2016-03-31,http://www.inaturalist.org/observations/2857937,https://inaturalist-open-data.s3.amazonaws.com/photos/3260964/medium.jpg,Cardamine californica,milkmaids,Brassicaceae,Cardamine,Cardamine californica
2857941,2016-03-31,http://www.inaturalist.org/observations/2857941,https://inaturalist-open-data.s3.amazonaws.com/photos/3260962/medium.jpg,Lysimachia latifolia,Western Starflower,Primulaceae,Lysimachia,Lysimachia latifolia
2857945,2016-03-31,http://www.inaturalist.org/observations/2857945,https://inaturalist-open-data.s3.amazonaws.com/photos/3261004/medium.jpg,Dryopteris arguta,coastal woodfern,Dryopteridaceae,Dryopteris,Dryopteris arguta
2857951,2016-03-31,http://www.inaturalist.org/observations/2857951,https://inaturalist-open-data.s3.amazonaws.com/photos/3260974/medium.jpg,Adelinia grandis,Pacific hound's tongue,Boraginaceae,Adelinia,Adelinia grandis
2857958,2016-03-31,http://www.inaturalist.org/observations/2857958,https://inaturalist-open-data.s3.amazonaws.com/photos/3260991/medium.jpeg,Anisocarpus madioides,woodland madia,Asteraceae,Anisocarpus,Anisocarpus madioides
2857965,2016-03-31,http://www.inaturalist.org/observations/2857965,https://inaturalist-open-data.s3.amazonaws.com/photos/3261011/medium.jpg,Fragaria vesca,woodland strawberry,Rosaceae,Fragaria,Fragaria vesca
2857972,2016-03-31,http://www.inaturalist.org/observations/2857972,https://inaturalist-open-data.s3.amazonaws.com/photos/3261009/medium.jpg,Epipactis helleborine,Broad-leaved helleborine,Orchidaceae,Epipactis,Epipactis helleborine
2857973,2016-03-31,http://www.inaturalist.org/observations/2857973,https://static.inaturalist.org/photos/3261021/medium.jpg,,goldback fern,Pteridaceae,Pentagramma,Pentagramma triangularis
2857976,2016-03-31,http://www.inaturalist.org/observations/2857976,https://inaturalist-open-data.s3.amazonaws.com/photos/3261026/medium.jpg,Fragaria vesca,woodland strawberry,Rosaceae,Fragaria,Fragaria vesca
2857979,2016-03-31,http://www.inaturalist.org/observations/2857979,https://inaturalist-open-data.s3.amazonaws.com/photos/3261033/medium.jpg,Oxalis smalliana,Redwood Sorrel,Oxalidaceae,Oxalis,Oxalis smalliana
2857982,2016-03-31,http://www.inaturalist.org/observations/2857982,https://static.inaturalist.org/photos/3261036/medium.jpg,Epipactis helleborine,Broad-leaved helleborine,Orchidaceae,Epipactis,Epipactis helleborine
