img_name,img_path,scientific_name,iNat ID,observed_on,observation_url,image_url,common_name,taxon_family_name,taxon_genus_name
00016_Toxicoscordion fremontii.jpg,images_all/00016_Toxicoscordion fremontii.jpg,Toxicoscordion fremontii,1228163,2015-02-10,http://www.inaturalist.org/observations/1228163,https://inaturalist-open-data.s3.amazonaws.com/photos/1547077/medium.jpg,fremont's death camas,Melanthiaceae,Toxicoscordion
00017_Viola ocellata.jpg,images_all/00017_Viola ocellata.jpg,Viola ocellata,1228166,2015-02-10,http://www.inaturalist.org/observations/1228166,https://inaturalist-open-data.s3.amazonaws.com/photos/1547080/medium.jpg,western heart's ease,Violaceae,Viola
00018_Umbellularia californica.jpg,images_all/00018_Umbellularia californica.jpg,Umbellularia californica,1237018,2015-01-27,http://www.inaturalist.org/observations/1237018,https://inaturalist-open-data.s3.amazonaws.com/photos/1557351/medium.jpg,california bay,Lauraceae,Umbellularia
,,Fritillaria affinis,1287764,2015-03-11,http://www.inaturalist.org/observations/1287764,https://inaturalist-open-data.s3.amazonaws.com/photos/1615211/medium.jpg,checker lily,Liliaceae,Fritillaria
,,Fragaria chiloensis,1345382,2015-03-28,http://www.inaturalist.org/observations/1345382,https://static.inaturalist.org/photos/1664301/medium.jpg,beach strawberry,Rosaceae,Fragaria
,,Fragaria chiloensis,1345401,2015-03-28,http://www.inaturalist.org/observations/1345401,https://inaturalist-open-data.s3.amazonaws.com/photos/1664360/medium.jpg,beach strawberry,Rosaceae,Fragaria
00019_Eschscholzia californica.jpg,images_all/00019_Eschscholzia californica.jpg,Eschscholzia californica,1352749,2015-03-28,http://www.inaturalist.org/observations/1352749,https://inaturalist-open-data.s3.amazonaws.com/photos/1673960/medium.jpg,california poppy,Papaveraceae,Eschscholzia
00020_Taraxia ovata.jpg,images_all/00020_Taraxia ovata.jpg,Taraxia ovata,1353318,2015-03-31,http://www.inaturalist.org/observations/1353318,https://inaturalist-open-data.s3.amazonaws.com/photos/1674653/medium.jpg,sun cup,Onagraceae,Taraxia
,,Lupinus nanus,1353319,2015-03-31,http://www.inaturalist.org/observations/1353319,https://inaturalist-open-data.s3.amazonaws.com/photos/1674652/medium.jpg,sky lupine,Fabaceae,Lupinus
,,Populus trichocarpa,1361559,2015-04-02,http://www.inaturalist.org/observations/1361559,https://static.inaturalist.org/photos/1683844/medium.jpg,black cottonwood,Salicaceae,Populus
,,Ceanothus thyrsiflorus thyrsiflorus,1367899,2015-04-01,http://www.inaturalist.org/observations/1367899,https://static.inaturalist.org/photos/1691983/medium.jpg,,Rhamnaceae,Ceanothus
,,Fragaria chiloensis,1368275,2015-03-28,http://www.inaturalist.org/observations/1368275,https://inaturalist-open-data.s3.amazonaws.com/photos/1692420/medium.jpg,beach strawberry,Rosaceae,Fragaria
00021_Scoliopus bigelovii.jpg,images_all/00021_Scoliopus bigelovii.jpg,Scoliopus bigelovii,1392887,2015-01-28,http://www.inaturalist.org/observations/1392887,https://static.inaturalist.org/photos/1722168/medium.jpg,california fetid adderstongue,Liliaceae,Scoliopus
00022_Myosotis latifolia.jpg,images_all/00022_Myosotis latifolia.jpg,Myosotis latifolia,1462053,2015-05-05,http://www.inaturalist.org/observations/1462053,https://static.inaturalist.org/photos/1812904/medium.jpg,broadleaf forget-me-not,Boraginaceae,Myosotis
00023_Diplacus aurantiacus.jpg,images_all/00023_Diplacus aurantiacus.jpg,Diplacus aurantiacus,1470576,2015-05-09,http://www.inaturalist.org/observations/1470576,https://static.inaturalist.org/photos/1822895/medium.jpg,orange bush monkeyflower,Phrymaceae,Diplacus
,,Calochortus luteus,1501540,2015-05-16,http://www.inaturalist.org/observations/1501540,https://static.inaturalist.org/photos/1859720/medium.jpg,yellow mariposa lily,Liliaceae,Calochortus
,,Calochortus luteus,1554012,2015-05-16,http://www.inaturalist.org/observations/1554012,https://inaturalist-open-data.s3.amazonaws.com/photos/1924735/medium.jpg,yellow mariposa lily,Liliaceae,Calochortus
,,Calochortus luteus,1606043,2015-05-16,http://www.inaturalist.org/observations/1606043,https://inaturalist-open-data.s3.amazonaws.com/photos/1974916/medium.jpg,yellow mariposa lily,Liliaceae,Calochortus
00024_Polystichum munitum.jpg,images_all/00024_Polystichum munitum.jpg,Polystichum munitum,2369625,2015-11-10,http://www.inaturalist.org/observations/2369625,https://inaturalist-open-data.s3.amazonaws.com/photos/2638458/medium.jpeg,western sword fern,Dryopteridaceae,Polystichum
00025_Sequoia sempervirens.jpg,images_all/00025_Sequoia sempervirens.jpg,Sequoia sempervirens,2493827,2015-12-16,http://www.inaturalist.org/observations/2493827,https://inaturalist-open-data.s3.amazonaws.com/photos/2799271/medium.jpg,coast redwood,Cupressaceae,Sequoia
00026_Scoliopus bigelovii.jpg,images_all/00026_Scoliopus bigelovii.jpg,Scoliopus bigelovii,2579623,2016-01-13,http://www.inaturalist.org/observations/2579623,https://inaturalist-open-data.s3.amazonaws.com/photos/2879544/medium.jpeg,california fetid adderstongue,Liliaceae,Scoliopus
00027_Adelinia grandis.jpg,images_all/00027_Adelinia grandis.jpg,Adelinia grandis,2601321,2016-01-19,http://www.inaturalist.org/observations/2601321,https://inaturalist-open-data.s3.amazonaws.com/photos/2904936/medium.jpeg,pacific hound's tongue,Boraginaceae,Adelinia
00028_Umbellularia californica.jpg,images_all/00028_Umbellularia californica.jpg,Umbellularia californica,2601322,2016-01-19,http://www.inaturalist.org/observations/2601322,https://inaturalist-open-data.s3.amazonaws.com/photos/2904937/medium.jpeg,california bay,Lauraceae,Umbellularia
00029_Oxalis smalliana.jpg,images_all/00029_Oxalis smalliana.jpg,Oxalis smalliana,2621516,2016-01-26,http://www.inaturalist.org/observations/2621516,https://inaturalist-open-data.s3.amazonaws.com/photos/2934524/medium.jpeg,redwood sorrel,Oxalidaceae,Oxalis
00030_Cardamine californica.jpg,images_all/00030_Cardamine californica.jpg,Cardamine californica,2663726,2016-02-09,http://www.inaturalist.org/observations/2663726,https://inaturalist-open-data.s3.amazonaws.com/photos/2993941/medium.jpeg,milkmaids,Brassicaceae,Cardamine
,,Claopodium whippleanum,2663728,2016-02-09,http://www.inaturalist.org/observations/2663728,https://inaturalist-open-data.s3.amazonaws.com/photos/2993944/medium.jpg,whipple's claopodium moss,Brachytheciaceae,Claopodium
,,Homalothecium nuttallii,2663731,2016-02-09,http://www.inaturalist.org/observations/2663731,https://inaturalist-open-data.s3.amazonaws.com/photos/2993948/medium.jpeg,nuttall's homalothecium moss,Brachytheciaceae,Homalothecium
,,Polytrichum juniperinum,2663732,2016-02-09,http://www.inaturalist.org/observations/2663732,https://inaturalist-open-data.s3.amazonaws.com/photos/2993949/medium.jpg,juniper haircap moss,Polytrichaceae,Polytrichum
00031_Arbutus menziesii.jpg,images_all/00031_Arbutus menziesii.jpg,Arbutus menziesii,2671640,2016-02-11,http://www.inaturalist.org/observations/2671640,https://inaturalist-open-data.s3.amazonaws.com/photos/3002463/medium.jpeg,pacific madrone,Ericaceae,Arbutus
00032_Adelinia grandis.jpg,images_all/00032_Adelinia grandis.jpg,Adelinia grandis,2675298,2016-02-12,http://www.inaturalist.org/observations/2675298,https://inaturalist-open-data.s3.amazonaws.com/photos/3005376/medium.jpeg,pacific hound's tongue,Boraginaceae,Adelinia
00033_Viola sempervirens.jpg,images_all/00033_Viola sempervirens.jpg,Viola sempervirens,2679225,2016-02-11,http://www.inaturalist.org/observations/2679225,https://inaturalist-open-data.s3.amazonaws.com/photos/3010430/medium.jpg,redwood violet,Violaceae,Viola
,,Senecio vulgaris,2690071,2016-02-16,http://www.inaturalist.org/observations/2690071,https://inaturalist-open-data.s3.amazonaws.com/photos/3025563/medium.jpg,common groundsel,Asteraceae,Senecio
00034_Toxicoscordion fremontii.jpg,images_all/00034_Toxicoscordion fremontii.jpg,Toxicoscordion fremontii,2690118,2016-02-16,http://www.inaturalist.org/observations/2690118,https://inaturalist-open-data.s3.amazonaws.com/photos/3025644/medium.jpg,fremont's death camas,Melanthiaceae,Toxicoscordion
00035_Viola ocellata.jpg,images_all/00035_Viola ocellata.jpg,Viola ocellata,2695969,2016-02-18,http://www.inaturalist.org/observations/2695969,https://inaturalist-open-data.s3.amazonaws.com/photos/3034248/medium.jpeg,western heart's ease,Violaceae,Viola
,,Leucanthemum vulgare,2698420,2016-02-19,http://www.inaturalist.org/observations/2698420,https://static.inaturalist.org/photos/3037662/medium.jpeg,oxeye daisy,Asteraceae,Leucanthemum
,,Heterotheca grandiflora,2698848,2016-02-19,http://www.inaturalist.org/observations/2698848,https://inaturalist-open-data.s3.amazonaws.com/photos/3038302/medium.jpeg,telegraphweed,Asteraceae,Heterotheca
00036_Fragaria vesca.jpg,images_all/00036_Fragaria vesca.jpg,Fragaria vesca,2708044,2016-02-22,http://www.inaturalist.org/observations/2708044,https://inaturalist-open-data.s3.amazonaws.com/photos/3051009/medium.jpeg,woodland strawberry,Rosaceae,Fragaria
,,Geranium dissectum,2708045,2016-02-22,http://www.inaturalist.org/observations/2708045,https://inaturalist-open-data.s3.amazonaws.com/photos/3051010/medium.jpeg,cut-leaved crane's-bill,Geraniaceae,Geranium
,,Carduus pycnocephalus,2711936,2016-02-23,http://www.inaturalist.org/observations/2711936,https://inaturalist-open-data.s3.amazonaws.com/photos/3055897/medium.jpeg,italian thistle,Asteraceae,Carduus
,,Helenium puberulum,2711937,2016-02-23,http://www.inaturalist.org/observations/2711937,https://inaturalist-open-data.s3.amazonaws.com/photos/3055899/medium.jpeg,rosilla,Asteraceae,Helenium
00037_Anisocarpus madioides.jpg,images_all/00037_Anisocarpus madioides.jpg,Anisocarpus madioides,2711938,2016-02-23,http://www.inaturalist.org/observations/2711938,https://inaturalist-open-data.s3.amazonaws.com/photos/3055900/medium.jpeg,woodland madia,Asteraceae,Anisocarpus
00038_Bellis perennis.jpg,images_all/00038_Bellis perennis.jpg,Bellis perennis,2711939,2016-02-23,http://www.inaturalist.org/observations/2711939,https://inaturalist-open-data.s3.amazonaws.com/photos/3055902/medium.jpeg,lawn daisy,Asteraceae,Bellis
,,Anthoceros fusiformis,2712000,2016-02-23,http://www.inaturalist.org/observations/2712000,https://static.inaturalist.org/photos/3055983/medium.jpg,,Anthocerotaceae,Anthoceros
,,Scrophularia californica,2714604,2016-02-24,http://www.inaturalist.org/observations/2714604,https://inaturalist-open-data.s3.amazonaws.com/photos/3060569/medium.jpeg,california beeplant,Scrophulariaceae,Scrophularia
,,Arctostaphylos crustacea crinita,2733550,2016-02-29,http://www.inaturalist.org/observations/2733550,https://inaturalist-open-data.s3.amazonaws.com/photos/3084396/medium.jpeg,crinite manzanita,Ericaceae,Arctostaphylos
,,Ceanothus papillosus,2733551,2016-02-29,http://www.inaturalist.org/observations/2733551,https://inaturalist-open-data.s3.amazonaws.com/photos/3084397/medium.jpeg,wartleaf ceanothus,Rhamnaceae,Ceanothus
00039_Viola sempervirens.jpg,images_all/00039_Viola sempervirens.jpg,Viola sempervirens,2733552,2016-02-29,http://www.inaturalist.org/observations/2733552,https://inaturalist-open-data.s3.amazonaws.com/photos/3084398/medium.jpeg,redwood violet,Violaceae,Viola
,,Rhododendron occidentale,2733555,2016-02-29,http://www.inaturalist.org/observations/2733555,https://inaturalist-open-data.s3.amazonaws.com/photos/3084401/medium.jpeg,western azalea,Ericaceae,Rhododendron
00040_Sanicula crassicaulis.jpg,images_all/00040_Sanicula crassicaulis.jpg,Sanicula crassicaulis,2733557,2016-02-29,http://www.inaturalist.org/observations/2733557,https://inaturalist-open-data.s3.amazonaws.com/photos/3084403/medium.jpeg,pacific sanicle,Apiaceae,Sanicula
00041_Viola ocellata.jpg,images_all/00041_Viola ocellata.jpg,Viola ocellata,2735115,2016-02-27,http://www.inaturalist.org/observations/2735115,https://inaturalist-open-data.s3.amazonaws.com/photos/3086689/medium.jpg,western heart's ease,Violaceae,Viola
,,Silene gallica,2784977,2016-03-14,http://www.inaturalist.org/observations/2784977,https://inaturalist-open-data.s3.amazonaws.com/photos/3158406/medium.jpg,small-flowered catchfly,Caryophyllaceae,Silene
00042_Sanicula crassicaulis.jpg,images_all/00042_Sanicula crassicaulis.jpg,Sanicula crassicaulis,2795659,2016-03-17,http://www.inaturalist.org/observations/2795659,https://inaturalist-open-data.s3.amazonaws.com/photos/3173189/medium.jpeg,pacific sanicle,Apiaceae,Sanicula
,,Trifolium hirtum,2856004,2016-03-30,http://www.inaturalist.org/observations/2856004,https://inaturalist-open-data.s3.amazonaws.com/photos/3258740/medium.jpeg,rose clover,Fabaceae,Trifolium
00043_Lysimachia arvensis.jpg,images_all/00043_Lysimachia arvensis.jpg,Lysimachia arvensis,2857742,2016-03-31,http://www.inaturalist.org/observations/2857742,https://inaturalist-open-data.s3.amazonaws.com/photos/3260676/medium.jpg,scarlet pimpernel,Primulaceae,Lysimachia
,,Potentilla indica,2857754,2016-03-31,http://www.inaturalist.org/observations/2857754,https://static.inaturalist.org/photos/3260690/medium.jpg,mock strawberry,Rosaceae,Potentilla
,,Vicia sativa,2857758,2016-03-31,http://www.inaturalist.org/observations/2857758,https://static.inaturalist.org/photos/3260694/medium.jpg,common vetch,Fabaceae,Vicia
,,Achillea millefolium,2857759,2016-03-31,http://www.inaturalist.org/observations/2857759,https://inaturalist-open-data.s3.amazonaws.com/photos/3260697/medium.jpg,common yarrow,Asteraceae,Achillea
00044_Epipactis helleborine.jpg,images_all/00044_Epipactis helleborine.jpg,Epipactis helleborine,2857761,2016-03-31,http://www.inaturalist.org/observations/2857761,https://inaturalist-open-data.s3.amazonaws.com/photos/3260731/medium.jpg,broad-leaved helleborine,Orchidaceae,Epipactis
,,Achillea millefolium,2857763,2016-03-31,http://www.inaturalist.org/observations/2857763,https://inaturalist-open-data.s3.amazonaws.com/photos/3260700/medium.jpg,common yarrow,Asteraceae,Achillea
,,Zantedeschia aethiopica,2857783,2016-03-31,http://www.inaturalist.org/observations/2857783,https://static.inaturalist.org/photos/3260733/medium.jpeg,calla lily,Araceae,Zantedeschia
,,Geranium dissectum,2857787,2016-03-31,http://www.inaturalist.org/observations/2857787,https://inaturalist-open-data.s3.amazonaws.com/photos/3260748/medium.jpg,cut-leaved crane's-bill,Geraniaceae,Geranium
00045_Anisocarpus madioides.jpg,images_all/00045_Anisocarpus madioides.jpg,Anisocarpus madioides,2857793,2016-03-31,http://www.inaturalist.org/observations/2857793,https://inaturalist-open-data.s3.amazonaws.com/photos/3260747/medium.jpg,woodland madia,Asteraceae,Anisocarpus
00046_Anisocarpus madioides.jpg,images_all/00046_Anisocarpus madioides.jpg,Anisocarpus madioides,2857795,2016-03-31,http://www.inaturalist.org/observations/2857795,https://static.inaturalist.org/photos/3260759/medium.jpg,woodland madia,Asteraceae,Anisocarpus
00047_Dryopteris arguta.jpg,images_all/00047_Dryopteris arguta.jpg,Dryopteris arguta,2857798,2016-03-31,http://www.inaturalist.org/observations/2857798,https://inaturalist-open-data.s3.amazonaws.com/photos/3260753/medium.jpg,coastal woodfern,Dryopteridaceae,Dryopteris
00048_Sequoia sempervirens.jpg,images_all/00048_Sequoia sempervirens.jpg,Sequoia sempervirens,2857804,2016-03-31,http://www.inaturalist.org/observations/2857804,https://static.inaturalist.org/photos/3260768/medium.jpg,coast redwood,Cupressaceae,Sequoia
00049_Cardamine californica.jpg,images_all/00049_Cardamine californica.jpg,Cardamine californica,2857811,2016-03-31,http://www.inaturalist.org/observations/2857811,https://static.inaturalist.org/photos/3260776/medium.jpg,milkmaids,Brassicaceae,Cardamine
00050_Pteridium aquilinum.jpg,images_all/00050_Pteridium aquilinum.jpg,Pteridium aquilinum,2857813,2016-03-31,http://www.inaturalist.org/observations/2857813,https://inaturalist-open-data.s3.amazonaws.com/photos/3260785/medium.jpg,common bracken,Dennstaedtiaceae,Pteridium
00051_Viola ocellata.jpg,images_all/00051_Viola ocellata.jpg,Viola ocellata,2857822,2016-03-31,http://www.inaturalist.org/observations/2857822,https://static.inaturalist.org/photos/3260820/medium.jpg,western heart's ease,Violaceae,Viola
00052_Lysimachia latifolia.jpg,images_all/00052_Lysimachia latifolia.jpg,Lysimachia latifolia,2857823,2016-03-31,http://www.inaturalist.org/observations/2857823,https://inaturalist-open-data.s3.amazonaws.com/photos/3260798/medium.jpg,western starflower,Primulaceae,Lysimachia
00053_Epipactis helleborine.jpg,images_all/00053_Epipactis helleborine.jpg,Epipactis helleborine,2857824,2016-03-31,http://www.inaturalist.org/observations/2857824,https://static.inaturalist.org/photos/3260810/medium.jpg,broad-leaved helleborine,Orchidaceae,Epipactis
00054_Dryopteris arguta.jpg,images_all/00054_Dryopteris arguta.jpg,Dryopteris arguta,2857825,2016-03-31,http://www.inaturalist.org/observations/2857825,https://static.inaturalist.org/photos/3260821/medium.jpg,coastal woodfern,Dryopteridaceae,Dryopteris
00055_Anisocarpus madioides.jpg,images_all/00055_Anisocarpus madioides.jpg,Anisocarpus madioides,2857833,2016-03-31,http://www.inaturalist.org/observations/2857833,https://inaturalist-open-data.s3.amazonaws.com/photos/3260819/medium.jpg,woodland madia,Asteraceae,Anisocarpus
00056_Toxicodendron diversilobum.jpg,images_all/00056_Toxicodendron diversilobum.jpg,Toxicodendron diversilobum,2857834,2016-03-31,http://www.inaturalist.org/observations/2857834,https://inaturalist-open-data.s3.amazonaws.com/photos/3260812/medium.jpg,pacific poison oak,Anacardiaceae,Toxicodendron
,,Galium aparine,2857861,2016-03-31,http://www.inaturalist.org/observations/2857861,https://inaturalist-open-data.s3.amazonaws.com/photos/3260834/medium.jpeg,catchweed bedstraw,Rubiaceae,Galium
,,Eriodictyon californicum,2857876,2016-03-31,http://www.inaturalist.org/observations/2857876,https://inaturalist-open-data.s3.amazonaws.com/photos/3260868/medium.jpg,california yerba santa,Boraginaceae,Eriodictyon
,,Corylus cornuta californica,2857889,2016-03-31,http://www.inaturalist.org/observations/2857889,https://inaturalist-open-data.s3.amazonaws.com/photos/3260894/medium.jpeg,california hazelnut,Betulaceae,Corylus
00057_Adelinia grandis.jpg,images_all/00057_Adelinia grandis.jpg,Adelinia grandis,2857891,2016-03-31,http://www.inaturalist.org/observations/2857891,https://static.inaturalist.org/photos/3260893/medium.jpg,pacific hound's tongue,Boraginaceae,Adelinia
00058_Cardamine californica.jpg,images_all/00058_Cardamine californica.jpg,Cardamine californica,2857898,2016-03-31,http://www.inaturalist.org/observations/2857898,https://inaturalist-open-data.s3.amazonaws.com/photos/3260915/medium.jpg,milkmaids,Brassicaceae,Cardamine
,,Ajuga reptans,2857904,2016-03-31,http://www.inaturalist.org/observations/2857904,https://static.inaturalist.org/photos/3260907/medium.jpg,carpet bugle,Lamiaceae,Ajuga
00059_Anisocarpus madioides.jpg,images_all/00059_Anisocarpus madioides.jpg,Anisocarpus madioides,2857913,2016-03-31,http://www.inaturalist.org/observations/2857913,https://static.inaturalist.org/photos/3260937/medium.jpg,woodland madia,Asteraceae,Anisocarpus
,,Torilis arvensis,2857916,2016-03-31,http://www.inaturalist.org/observations/2857916,https://inaturalist-open-data.s3.amazonaws.com/photos/3260942/medium.jpg,common hedge parsley,Apiaceae,Torilis
00060_Clinopodium douglasii.jpg,images_all/00060_Clinopodium douglasii.jpg,Clinopodium douglasii,2857918,2016-03-31,http://www.inaturalist.org/observations/2857918,https://static.inaturalist.org/photos/3260927/medium.jpg,yerba buena,Lamiaceae,Clinopodium
00061_Clinopodium douglasii.jpg,images_all/00061_Clinopodium douglasii.jpg,Clinopodium douglasii,2857923,2016-03-31,http://www.inaturalist.org/observations/2857923,https://inaturalist-open-data.s3.amazonaws.com/photos/3260931/medium.jpg,yerba buena,Lamiaceae,Clinopodium
00062_Trillium ovatum.jpg,images_all/00062_Trillium ovatum.jpg,Trillium ovatum,2857924,2016-03-31,http://www.inaturalist.org/observations/2857924,https://inaturalist-open-data.s3.amazonaws.com/photos/3260938/medium.jpg,pacific trillium,Melanthiaceae,Trillium
,,Sparaxis tricolor,2857929,2016-03-31,http://www.inaturalist.org/observations/2857929,https://inaturalist-open-data.s3.amazonaws.com/photos/3260945/medium.jpg,harlequin flower,Iridaceae,Sparaxis
